Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.28
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3891
Total Run Time: 4 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0006301	7	postreplication repair	17	17	1	1	0	1	1	1	1	0	0	80	17	18979	0.93102	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006302	7	double-strand break repair	108	114	2	2	1	2	2	2	2	1	1	79	113	18883	0.91716	0.38154	0.38154	0.88	564644	nsmce2	ENSDARG00000076379		0.315718	0.315718	0.315718		0.315718		0.183152	0.183152	0.183152		0.183152		0.544234	0.544234	0.544234		0.544234										0.315718	0.183152	0.544234	1	0	1	564644	ENSDARG00000076379	0.315718	0.315718		0.183152	0.183152		0.544234	0.544234		0.315718	0.183152	0.544234	0															0						Poly 2,1(1)	1.6866263151168823	1.6866263151168823	1.6866263151168823	1.6866263151168823	0.0	1.6866263151168823	0.315718	0.315718	0.183152	0.183152	0.544234	0.544234	UP	1.0	0.0	0.0	
GO:0006308	6	DNA catabolic process	11	13	2	2	0	2	2	2	2	0	0	80	13	18983	0.94682	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006309	8	apoptotic DNA fragmentation	5	5	1	1	0	1	1	1	1	0	0	80	5	18991	0.9792	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006310	6	DNA recombination	108	118	3	2	1	2	2	2	3	1	1	79	117	18879	0.91215	0.39191	0.39191	0.85	564644	nsmce2	ENSDARG00000076379		0.315718	0.315718	0.315718		0.315718		0.183152	0.183152	0.183152		0.183152		0.544234	0.544234	0.544234		0.544234										0.315718	0.183152	0.544234	1	0	1	564644	ENSDARG00000076379	0.315718	0.315718		0.183152	0.183152		0.544234	0.544234		0.315718	0.183152	0.544234	0															0						Poly 2,1(1)	1.6866263151168823	1.6866263151168823	1.6866263151168823	1.6866263151168823	0.0	1.6866263151168823	0.315718	0.315718	0.183152	0.183152	0.544234	0.544234	UP	1.0	0.0	0.0	
GO:0006325	5	chromatin organization	256	283	6	5	0	6	6	5	6	0	0	80	283	18713	0.30173	1.0	0.63497	0.0																																		0	0	0															0															0																							
GO:0006338	6	chromatin remodeling	123	146	4	3	0	4	4	3	4	0	0	80	146	18850	0.54014	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006351	8	transcription, DNA-templated	128	136	7	5	0	6	6	6	7	0	0	80	136	18860	0.5635	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006352	7	DNA-templated transcription, initiation	41	45	1	1	0	1	1	1	1	0	0	80	45	18951	0.82751	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006353	7	DNA-templated transcription, termination	11	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006355	7	regulation of transcription, DNA-templated	1963	2148	100	77	8	89	89	82	100	8	8	72	2140	16856	0.44632	0.69166	0.85987	0.37	100270764;797480;795414;794317;431765;415223;386968;326672	cd40;mrtfaa;relb;zgc:175107;nfil3-6;trim63a;calcoco1b;ets2	ENSDARG00000054968;ENSDARG00000075867;ENSDARG00000086173;ENSDARG00000075417;ENSDARG00000087188;ENSDARG00000028027;ENSDARG00000016391;ENSDARG00000103980		1.22434975	0.6881065	0.265897	1.2869687120399014	0.9129643545982213	1.1148921784009598	0.665515375	0.234755	0.16346	0.8490736065559817	0.47487180176618776	0.7115568842677585	2.4632975000000004	1.9784	0.432532	1.9877935886346085	1.930694063175451	1.8701205779899206									0.68336;0.52222;3.91648;0.389047;2.46186;0.863081;0.692853;0.265897	0.239014;0.230045;2.35243;0.205848;1.66317;0.230496;0.23966;0.16346	1.95378;1.18548;6.5204;0.735288;3.64412;3.23176;2.00302;0.432532	3	5	3	795414;794317;326672	ENSDARG00000086173;ENSDARG00000075417;ENSDARG00000103980	1.523808	0.389047	2.0730294149656916	0.9072460000000001	0.205848	1.2517454937118806	2.5627400000000002	0.735288	3.430775394219797	3.91648;0.389047;0.265897	2.35243;0.205848;0.16346	6.5204;0.735288;0.432532	5	100270764;797480;431765;415223;386968	ENSDARG00000054968;ENSDARG00000075867;ENSDARG00000087188;ENSDARG00000028027;ENSDARG00000016391	1.0446748	0.692853	0.8013545066003562	0.520477	0.239014	0.6388009523889269	2.4036319999999995	2.00302	1.0088802647093467	0.68336;0.52222;2.46186;0.863081;0.692853	0.239014;0.230045;1.66317;0.230496;0.23966	1.95378;1.18548;3.64412;3.23176;2.00302	0						Linear,2(0.25);Poly 2,6(0.75)	2.1876705947824213	17.835217595100403	1.5599247217178345	2.7634315490722656	0.4473678431810442	2.2871158123016357	0.3325259326108352	2.116173567389165	0.07713738417619165	1.2538933658238083	1.085826820399779	3.8407681796002207	DOWN	0.375	0.625	0.0	
GO:0006357	8	regulation of transcription by RNA polymerase II	1543	1698	83	63	6	73	73	66	83	6	6	74	1692	17304	0.42382	0.72722	0.84389	0.35	100270764;797480;795414;794317;386968;326672	cd40;mrtfaa;relb;zgc:175107;calcoco1b;ets2	ENSDARG00000054968;ENSDARG00000075867;ENSDARG00000086173;ENSDARG00000075417;ENSDARG00000016391;ENSDARG00000103980		1.0783094999999998	0.6027899999999999	0.265897	1.4002932552922978	0.8185560094250107	1.1812194587176759	0.5717428333333333	0.2345295	0.16346	0.8728305197020593	0.4348481775888956	0.7247487041656012	2.1384166666666666	1.56963	0.432532	2.2379053479314686	1.6130172447094764	1.9542162841948758									0.68336;0.52222;3.91648;0.389047;0.692853;0.265897	0.239014;0.230045;2.35243;0.205848;0.23966;0.16346	1.95378;1.18548;6.5204;0.735288;2.00302;0.432532	3	3	3	795414;794317;326672	ENSDARG00000086173;ENSDARG00000075417;ENSDARG00000103980	1.523808	0.389047	2.0730294149656916	0.9072460000000001	0.205848	1.2517454937118806	2.5627400000000002	0.735288	3.430775394219797	3.91648;0.389047;0.265897	2.35243;0.205848;0.16346	6.5204;0.735288;0.432532	3	100270764;797480;386968	ENSDARG00000054968;ENSDARG00000075867;ENSDARG00000016391	0.6328109999999999	0.68336	0.09589215934058494	0.23623966666666665	0.239014	0.005374453491597441	1.7140933333333332	1.95378	0.4584541269672833	0.68336;0.52222;0.692853	0.239014;0.230045;0.23966	1.95378;1.18548;2.00302	0						Linear,1(0.17);Poly 2,5(0.84)	2.049780090780695	12.51223909854889	1.5599247217178345	2.6851003170013428	0.42007543692977944	2.109858810901642	-0.04215846213747021	2.1987774621374703	-0.12666703903144616	1.270152705698113	0.34771944294126755	3.929113890392066	CONFLICT	0.5	0.5	0.0	
GO:0006363	8	termination of RNA polymerase I transcription	5	5	1	1	0	1	1	1	1	0	0	80	5	18991	0.9792	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006364	9	rRNA processing	149	149	2	2	2	1	1	1	2	1	1	79	148	18848	0.87061	0.46668	0.46668	0.67	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
GO:0006366	9	transcription by RNA polymerase II	40	44	2	1	0	1	1	1	2	0	0	80	44	18952	0.831	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006367	8	transcription initiation from RNA polymerase II promoter	23	25	1	1	0	1	1	1	1	0	0	80	25	18971	0.90021	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006379	8	mRNA cleavage	9	9	1	1	0	1	1	1	1	0	0	80	9	18987	0.96288	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006383	9	transcription by RNA polymerase III	16	18	1	1	0	1	1	1	1	0	0	80	18	18978	0.92711	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006390	8	mitochondrial transcription	2	2	1	1	0	1	1	1	1	0	0	80	2	18994	0.99163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006396	7	RNA processing	571	591	17	14	3	15	15	14	17	1	1	79	590	18406	0.28627	0.91978	0.52208	0.17	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
GO:0006397	8	mRNA processing	261	277	7	5	0	7	7	6	7	0	0	80	277	18719	0.30955	1.0	0.63357	0.0																																		0	0	0															0															0																							
GO:0006399	8	tRNA metabolic process	154	155	3	3	0	3	3	3	3	0	0	80	155	18841	0.51994	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006401	6	RNA catabolic process	88	91	3	3	0	3	3	3	3	0	0	80	91	18905	0.68158	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006402	7	mRNA catabolic process	74	77	3	3	0	3	3	3	3	0	0	80	77	18919	0.72307	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006405	7	RNA export from nucleus	41	43	2	1	0	2	2	2	2	0	0	80	43	18953	0.83451	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006407	9	rRNA export from nucleus	2	2	1	1	0	1	1	1	1	0	0	80	2	18994	0.99163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006412	5	translation	278	284	4	2	1	4	4	4	4	1	1	79	283	18713	0.66522	0.69956	1.0	0.35	386968	calcoco1b	ENSDARG00000016391		0.692853	0.692853	0.692853		0.692853		0.23966	0.23966	0.23966		0.23966		2.00302	2.00302	2.00302		2.00302										0.692853	0.23966	2.00302	0	1	0															1	386968	ENSDARG00000016391	0.692853	0.692853		0.23966	0.23966		2.00302	2.00302		0.692853	0.23966	2.00302	0						Poly 2,1(1)	2.2257635593414307	2.2257635593414307	2.2257635593414307	2.2257635593414307	0.0	2.2257635593414307	0.692853	0.692853	0.23966	0.23966	2.00302	2.00302	DOWN	0.0	1.0	0.0	
GO:0006413	4	translational initiation	61	62	1	0	0	1	1	1	1	0	0	80	62	18934	0.7703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006414	6	translational elongation	34	36	3	1	1	3	3	2	3	1	1	79	35	18961	0.99002	0.14052	0.14052	2.78	386968	calcoco1b	ENSDARG00000016391		0.692853	0.692853	0.692853		0.692853		0.23966	0.23966	0.23966		0.23966		2.00302	2.00302	2.00302		2.00302										0.692853	0.23966	2.00302	0	1	0															1	386968	ENSDARG00000016391	0.692853	0.692853		0.23966	0.23966		2.00302	2.00302		0.692853	0.23966	2.00302	0						Poly 2,1(1)	2.2257635593414307	2.2257635593414307	2.2257635593414307	2.2257635593414307	0.0	2.2257635593414307	0.692853	0.692853	0.23966	0.23966	2.00302	2.00302	DOWN	0.0	1.0	0.0	
GO:0006417	7	regulation of translation	141	162	5	4	1	5	5	5	5	1	1	79	161	18835	0.85204	0.49526	0.49526	0.62	492482	eif4ebp3	ENSDARG00000054916		0.879965	0.879965	0.879965		0.879965		0.230395	0.230395	0.230395		0.230395		3.36092	3.36092	3.36092		3.36092										0.879965	0.230395	3.36092	0	1	0															1	492482	ENSDARG00000054916	0.879965	0.879965		0.230395	0.230395		3.36092	3.36092		0.879965	0.230395	3.36092	0						Poly 2,1(1)	2.0048179626464844	2.0048179626464844	2.0048179626464844	2.0048179626464844	0.0	2.0048179626464844	0.879965	0.879965	0.230395	0.230395	3.36092	3.36092	DOWN	0.0	1.0	0.0	
GO:0006418	9	tRNA aminoacylation for protein translation	38	39	1	1	0	1	1	1	1	0	0	80	39	18957	0.84869	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006437	10	tyrosyl-tRNA aminoacylation	3	3	1	1	0	1	1	1	1	0	0	80	3	18993	0.98747	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006446	8	regulation of translational initiation	23	25	2	1	1	2	2	2	2	1	1	79	24	18972	0.99511	0.099793	0.099793	4.0	492482	eif4ebp3	ENSDARG00000054916		0.879965	0.879965	0.879965		0.879965		0.230395	0.230395	0.230395		0.230395		3.36092	3.36092	3.36092		3.36092										0.879965	0.230395	3.36092	0	1	0															1	492482	ENSDARG00000054916	0.879965	0.879965		0.230395	0.230395		3.36092	3.36092		0.879965	0.230395	3.36092	0						Poly 2,1(1)	2.0048179626464844	2.0048179626464844	2.0048179626464844	2.0048179626464844	0.0	2.0048179626464844	0.879965	0.879965	0.230395	0.230395	3.36092	3.36092	DOWN	0.0	1.0	0.0	
GO:0006457	3	protein folding	146	153	4	4	4	4	4	4	4	4	4	76	149	18847	0.99954	0.003924	0.003924	2.61	798846;678514;560210;30671	hspa1b;zgc:136472;hsp70l;hsp70.3	ENSDARG00000056210;ENSDARG00000058445;ENSDARG00000055723;ENSDARG00000021924		2.490948	2.188004	0.658254	2.164879855473431	3.2117255338408124	2.08095230806332	1.3623625	1.2533284999999998	0.242553	1.304634858412243	1.7936913334318594	1.231393918900293	4.67781	3.967105	1.77773	3.500722916855889	5.834073222707315	3.4602984781050337									3.69981;0.676198;0.658254;4.92953	2.26292;0.242553;0.243737;2.70024	6.04908;1.88513;1.77773;8.9993	3	1	3	798846;560210;30671	ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000021924	3.095864666666666	3.69981	2.1987524056349175	1.7356323333333332	2.26292	1.3103915292065702	5.608703333333334	6.04908	3.630870009052009	3.69981;0.658254;4.92953	2.26292;0.243737;2.70024	6.04908;1.77773;8.9993	1	678514	ENSDARG00000058445	0.676198	0.676198		0.242553	0.242553		1.88513	1.88513		0.676198	0.242553	1.88513	0						Linear,2(0.5);Poly 2,2(0.5)	3.302133476542172	14.547438621520996	1.6967229843139648	5.70545768737793	1.7334343565294805	3.572628974914551	0.3693657416360363	4.612530258363963	0.08382033875600192	2.640904661243998	1.2471015414812294	8.10851845851877	UP	0.75	0.25	0.0	
GO:0006458	4	'de novo' protein folding	26	29	3	3	3	3	3	3	3	3	3	77	26	18970	0.99999	2.3989E-4	2.3989E-4	10.34	798846;560210;30671	hspa1b;hsp70l;hsp70.3	ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000021924		3.095864666666666	3.69981	0.658254	2.1987524056349175	3.3318597886030097	2.150331344162632	1.7356323333333332	2.26292	0.243737	1.3103915292065702	1.8671848550887267	1.2679106277921448	5.608703333333334	6.04908	1.77773	3.630870009052009	6.021175648071061	3.5983063937992394	0.5	2.179032	1.5	4.31467	1.2533284999999998	2.48158	3.913405	7.52419	3.69981;0.658254;4.92953	2.26292;0.243737;2.70024	6.04908;1.77773;8.9993	3	0	3	798846;560210;30671	ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000021924	3.095864666666666	3.69981	2.1987524056349175	1.7356323333333332	2.26292	1.3103915292065702	5.608703333333334	6.04908	3.630870009052009	3.69981;0.658254;4.92953	2.26292;0.243737;2.70024	6.04908;1.77773;8.9993	0															0						Linear,2(0.67);Poly 2,1(0.34)	3.0318126599005337	10.2809419631958	1.6967229843139648	5.70545768737793	2.0598293211518355	2.8787612915039062	0.60774209184834	5.5839872414849925	0.2527847251561446	3.218479941510522	1.4999871301806502	9.717419536486016	UP	1.0	0.0	0.0	
GO:0006465	6	signal peptide processing	8	8	1	1	0	1	1	1	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006468	6	protein phosphorylation	576	663	24	18	4	20	20	17	24	1	1	79	662	18334	0.22838	0.94133	0.53108	0.15	564573	myo3b	ENSDARG00000006892		4.32879	4.32879	4.32879		4.32879		2.50486	2.50486	2.50486		2.50486		7.48085	7.48085	7.48085		7.48085										4.32879	2.50486	7.48085	0	1	0															1	564573	ENSDARG00000006892	4.32879	4.32879		2.50486	2.50486		7.48085	7.48085		4.32879	2.50486	7.48085	0						Linear,1(1)	1.842803716659546	1.842803716659546	1.842803716659546	1.842803716659546	0.0	1.842803716659546	4.32879	4.32879	2.50486	2.50486	7.48085	7.48085	DOWN	0.0	1.0	0.0	
GO:0006469	8	negative regulation of protein kinase activity	48	50	1	1	0	1	1	1	1	0	0	80	50	18946	0.81026	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006470	6	protein dephosphorylation	133	142	1	1	1	1	1	1	1	1	1	79	141	18855	0.88036	0.45063	0.45063	0.7	562460	ppp2r5a	ENSDARG00000027017		0.614859	0.614859	0.614859		0.614859		0.241507	0.241507	0.241507		0.241507		1.56539	1.56539	1.56539		1.56539										0.614859	0.241507	1.56539	0	1	0															1	562460	ENSDARG00000027017	0.614859	0.614859		0.241507	0.241507		1.56539	1.56539		0.614859	0.241507	1.56539	0						Poly 2,1(1)	1.5537750720977783	1.5537750720977783	1.5537750720977783	1.5537750720977783	0.0	1.5537750720977783	0.614859	0.614859	0.241507	0.241507	1.56539	1.56539	DOWN	0.0	1.0	0.0	
GO:0006473	7	protein acetylation	62	62	3	3	0	3	3	3	3	0	0	80	62	18934	0.7703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006475	8	internal protein amino acid acetylation	54	54	3	3	0	3	3	3	3	0	0	80	54	18942	0.79672	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006476	7	protein deacetylation	40	41	1	1	0	1	1	1	1	0	0	80	41	18955	0.84157	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006479	6	protein methylation	78	81	2	2	1	1	1	1	2	0	0	80	81	18915	0.71097	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006482	6	protein demethylation	20	21	1	1	0	1	1	1	1	0	0	80	21	18975	0.91549	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006486	5	protein glycosylation	159	186	6	5	1	5	5	5	6	1	1	79	185	18811	0.81651	0.54411	0.54411	0.54	553211	st8sia4	ENSDARG00000103600		0.533331	0.533331	0.533331		0.533331		0.23114	0.23114	0.23114		0.23114		1.23061	1.23061	1.23061		1.23061										0.533331	0.23114	1.23061	0	1	0															1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Poly 2,1(1)	2.1473066806793213	2.1473066806793213	2.1473066806793213	2.1473066806793213	0.0	2.1473066806793213	0.533331	0.533331	0.23114	0.23114	1.23061	1.23061	DOWN	0.0	1.0	0.0	
GO:0006487	6	protein N-linked glycosylation	40	41	3	2	0	2	2	2	3	0	0	80	41	18955	0.84157	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006491	6	N-glycan processing	18	18	2	2	1	2	2	2	2	1	1	79	17	18979	0.99746	0.072887	0.072887	5.56	553211	st8sia4	ENSDARG00000103600		0.533331	0.533331	0.533331		0.533331		0.23114	0.23114	0.23114		0.23114		1.23061	1.23061	1.23061		1.23061		0.0	0.533331			0.23114		1.23061		0.533331	0.23114	1.23061	0	1	0															1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Poly 2,1(1)	2.1473066806793213	2.1473066806793213	2.1473066806793213	2.1473066806793213	0.0	2.1473066806793213	0.533331	0.533331	0.23114	0.23114	1.23061	1.23061	DOWN	0.0	1.0	0.0	
GO:0006497	6	protein lipidation	69	72	1	1	0	1	1	1	1	0	0	80	72	18924	0.73849	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006508	5	proteolysis	807	937	25	15	7	17	17	13	25	5	5	75	932	18064	0.80063	0.35696	0.59761	0.53	100149419;393175;327586;322854;114367	si:dkey-69o16.5;erap1b;mep1b;anapc5;nots	ENSDARG00000070057;ENSDARG00000021859;ENSDARG00000040683;ENSDARG00000008461;ENSDARG00000099824		1.8270392000000002	0.646888	0.304355	2.970138013319196	1.6685823001733975	2.8937728983956323	0.802036	0.241802	0.17881	1.3156264355482903	0.7433459569230134	1.2755637964917617	4.212208599999999	1.73061	0.518045	6.689282459864794	3.796329903749589	6.54974964330683									0.713013;0.304355;0.646888;0.3406;7.13034	0.243017;0.17881;0.241802;0.191621;3.15493	2.09198;0.518045;1.73061;0.605408;16.115	0	5	0															5	100149419;393175;327586;322854;114367	ENSDARG00000070057;ENSDARG00000021859;ENSDARG00000040683;ENSDARG00000008461;ENSDARG00000099824	1.8270392000000002	0.646888	2.970138013319196	0.802036	0.241802	1.3156264355482903	4.212208599999999	1.73061	6.689282459864794	0.713013;0.304355;0.646888;0.3406;7.13034	0.243017;0.17881;0.241802;0.191621;3.15493	2.09198;0.518045;1.73061;0.605408;16.115	0						Linear,1(0.2);Poly 2,4(0.8)	2.876014997290825	15.857171297073364	1.7695090770721436	5.795818328857422	1.64676367331536	2.5677781105041504	-0.776401556132456	4.430479956132457	-0.35116141600963546	1.9552334160096354	-1.6512059979742375	10.075623197974236	DOWN	0.0	1.0	0.0	
GO:0006511	8	ubiquitin-dependent protein catabolic process	368	394	7	4	1	6	6	4	7	1	1	79	393	18603	0.50561	0.81234	1.0	0.25	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0006513	9	protein monoubiquitination	26	26	2	2	0	2	2	2	2	0	0	80	26	18970	0.89643	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006515	7	protein quality control for misfolded or incompletely synthesized proteins	19	19	1	0	0	1	1	0	1	0	0	80	19	18977	0.92322	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006517	6	protein deglycosylation	11	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006518	5	peptide metabolic process	358	370	8	5	2	7	7	7	8	2	2	78	368	18628	0.79715	0.46147	0.66947	0.54	393175;386968	erap1b;calcoco1b	ENSDARG00000021859;ENSDARG00000016391		0.49860400000000005	0.49860400000000005	0.304355	0.2747095702774112	0.43393390937801174	0.2590384271877199	0.209235	0.209235	0.17881	0.04302744763520145	0.19910579723872968	0.04057289431186998	1.2605324999999998	1.2605324999999998	0.518045	1.050035892392493	1.0133408340933876	0.9901353119271763									0.304355;0.692853	0.17881;0.23966	0.518045;2.00302	0	2	0															2	393175;386968	ENSDARG00000021859;ENSDARG00000016391	0.49860400000000005	0.49860400000000005	0.2747095702774112	0.209235	0.209235	0.04302744763520145	1.2605324999999998	1.2605324999999998	1.050035892392493	0.304355;0.692853	0.17881;0.23966	0.518045;2.00302	0						Poly 2,2(1)	2.1171804645441874	4.2396581172943115	2.013894557952881	2.2257635593414307	0.1498140076050656	2.1198290586471558	0.11787596000000006	0.87933204	0.14960199999999998	0.268868	-0.19474299999999944	2.7158079999999996	DOWN	0.0	1.0	0.0	
GO:0006520	6	cellular amino acid metabolic process	204	216	11	6	1	9	9	7	11	1	1	79	215	18781	0.77062	0.59865	0.59865	0.46	322614	arg2	ENSDARG00000039269		0.772573	0.772573	0.772573		0.772573		0.23649	0.23649	0.23649		0.23649000000000003		2.52386	2.52386	2.52386		2.52386										0.772573	0.23649	2.52386	0	1	0															1	322614	ENSDARG00000039269	0.772573	0.772573		0.23649	0.23649		2.52386	2.52386		0.772573	0.23649	2.52386	0						Poly 2,1(1)	1.9719352722167969	1.9719352722167969	1.9719352722167969	1.9719352722167969	0.0	1.9719352722167969	0.772573	0.772573	0.23649	0.23649	2.52386	2.52386	DOWN	0.0	1.0	0.0	
