Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF
Work Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF_williams_0.05_NOMTC_foldfilter1.5_BMD_1
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/14/2023 21:01.03
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2183
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0016790	5	thiolester hydrolase activity	38	45	2	2	1	1	1	1	2	0	0	90	45	18941	0.80811	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016791	6	phosphatase activity	266	285	4	4	1	4	4	4	4	1	1	89	284	18702	0.60992	0.74282	1.0	0.35	541346	hdhd2	ENSDARG00000024728		0.571793	0.571793	0.571793		0.571793		0.232364	0.232364	0.232364		0.232364		1.40704	1.40704	1.40704		1.40704										0.571793	0.232364	1.40704	1	0	1	541346	ENSDARG00000024728	0.571793	0.571793		0.232364	0.232364		1.40704	1.40704		0.571793	0.232364	1.40704	0															0						Poly 2,1(1)	1.852604866027832	1.852604866027832	1.852604866027832	1.852604866027832	0.0	1.852604866027832	0.571793	0.571793	0.232364	0.232364	1.40704	1.40704	UP	1.0	0.0	0.0	
GO:0016796	7	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	36	37	3	3	1	3	3	3	3	1	1	89	36	18950	0.98683	0.16066	0.16066	2.7	100003553	dis3	ENSDARG00000060559		0.420612	0.420612	0.420612		0.420612		0.211245	0.211245	0.211245		0.211245		0.837484	0.837484	0.837484		0.8374840000000001										0.420612	0.211245	0.837484	0	1	0															1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Poly 2,1(1)	1.6779745817184448	1.6779745817184448	1.6779745817184448	1.6779745817184448	0.0	1.6779745817184448	0.420612	0.420612	0.211245	0.211245	0.837484	0.837484	DOWN	0.0	1.0	0.0	
GO:0016805	6	dipeptidase activity	6	6	1	0	0	1	1	0	1	0	0	90	6	18980	0.97202	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016810	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	99	111	2	2	1	2	2	2	2	1	1	89	110	18876	0.90332	0.40931	0.40931	0.9	64263	gch2	ENSDARG00000099101		2.82706	2.82706	2.82706		2.82706		1.8426	1.8426	1.8426		1.8426		4.33749	4.33749	4.33749		4.33749										2.82706	1.8426	4.33749	1	0	1	64263	ENSDARG00000099101	2.82706	2.82706		1.8426	1.8426		4.33749	4.33749		2.82706	1.8426	4.33749	0															0						Linear,1(1)	2.5328965187072754	2.5328965187072754	2.5328965187072754	2.5328965187072754	0.0	2.5328965187072754	2.82706	2.82706	1.8426	1.8426	4.33749	4.33749	UP	1.0	0.0	0.0	
GO:0016814	5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	30	35	2	2	1	2	2	2	2	1	1	89	34	18952	0.98816	0.15267	0.15267	2.86	64263	gch2	ENSDARG00000099101		2.82706	2.82706	2.82706		2.82706		1.8426	1.8426	1.8426		1.8426		4.33749	4.33749	4.33749		4.33749										2.82706	1.8426	4.33749	1	0	1	64263	ENSDARG00000099101	2.82706	2.82706		1.8426	1.8426		4.33749	4.33749		2.82706	1.8426	4.33749	0															0						Linear,1(1)	2.5328965187072754	2.5328965187072754	2.5328965187072754	2.5328965187072754	0.0	2.5328965187072754	2.82706	2.82706	1.8426	1.8426	4.33749	4.33749	UP	1.0	0.0	0.0	
GO:0016817	4	hydrolase activity, acting on acid anhydrides	424	473	7	7	2	7	7	7	7	2	2	88	471	18515	0.61335	0.65746	1.0	0.42	445151;30671	entpd1;hsp70.3	ENSDARG00000045066;ENSDARG00000021924		2.9841159999999998	2.9841159999999998	0.908682	2.935106910610242	3.2372168709506126	2.913199697061649	1.4671725	1.4671725	0.221095	1.7622197002679603	1.619132668582553	1.7490667472515802	6.58472	6.58472	3.73461	4.030664216255183	6.932293241695497	4.000579921400716									0.908682;5.05955	0.221095;2.71325	3.73461;9.43483	1	1	1	30671	ENSDARG00000021924	5.05955	5.05955		2.71325	2.71325		9.43483	9.43483		5.05955	2.71325	9.43483	1	445151	ENSDARG00000045066	0.908682	0.908682		0.221095	0.221095		3.73461	3.73461		0.908682	0.221095	3.73461	0						Linear,1(0.5);Poly 2,1(0.5)	3.5356333667909516	9.256786346435547	1.6415352821350098	7.615251064300537	4.224054938450345	4.628393173217773	-1.0837346399999994	7.05196664	-0.9751393999999995	3.9094843999999993	0.9985044000000007	12.1709356	CONFLICT	0.5	0.5	0.0	
GO:0016818	5	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	423	472	7	7	2	7	7	7	7	2	2	88	470	18516	0.61463	0.65631	1.0	0.42	445151;30671	entpd1;hsp70.3	ENSDARG00000045066;ENSDARG00000021924		2.9841159999999998	2.9841159999999998	0.908682	2.935106910610242	3.2372168709506126	2.913199697061649	1.4671725	1.4671725	0.221095	1.7622197002679603	1.619132668582553	1.7490667472515802	6.58472	6.58472	3.73461	4.030664216255183	6.932293241695497	4.000579921400716									0.908682;5.05955	0.221095;2.71325	3.73461;9.43483	1	1	1	30671	ENSDARG00000021924	5.05955	5.05955		2.71325	2.71325		9.43483	9.43483		5.05955	2.71325	9.43483	1	445151	ENSDARG00000045066	0.908682	0.908682		0.221095	0.221095		3.73461	3.73461		0.908682	0.221095	3.73461	0						Linear,1(0.5);Poly 2,1(0.5)	3.5356333667909516	9.256786346435547	1.6415352821350098	7.615251064300537	4.224054938450345	4.628393173217773	-1.0837346399999994	7.05196664	-0.9751393999999995	3.9094843999999993	0.9985044000000007	12.1709356	CONFLICT	0.5	0.5	0.0	
GO:0016829	3	lyase activity	161	186	3	3	2	3	3	3	3	2	2	88	184	18802	0.9421	0.21897	0.21897	1.08	570908;560719	zgc:194209;si:dkey-206f10.1	ENSDARG00000039356;ENSDARG00000032838		2.1460735	2.1460735	0.672207	2.0843619934273656	1.992239056856917	2.0729772907222634	1.22355	1.22355	0.2354	1.3974551316589738	1.120412093689057	1.3898222870437755	3.922205	3.922205	1.91955	2.83218186175429	3.7131783909192517	2.8167125965285136									0.672207;3.61994	0.2354;2.2117	1.91955;5.92486	0	2	0															2	570908;560719	ENSDARG00000039356;ENSDARG00000032838	2.1460735	2.1460735	2.0843619934273656	1.22355	1.22355	1.3974551316589738	3.922205	3.922205	2.83218186175429	0.672207;3.61994	0.2354;2.2117	1.91955;5.92486	0						Linear,1(0.5);Poly 2,1(0.5)	2.065331577551362	4.200116276741028	1.7197297811508179	2.48038649559021	0.5378655209351734	2.100058138370514	-0.7427048400000005	5.03485184	-0.7132239999999999	3.1603239999999997	-0.002998799999999413	7.847408799999999	DOWN	0.0	1.0	0.0	
GO:0016830	4	carbon-carbon lyase activity	44	49	1	1	0	1	1	1	1	0	0	90	49	18937	0.79293	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016831	5	carboxy-lyase activity	25	28	1	1	0	1	1	1	1	0	0	90	28	18958	0.87589	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016840	4	carbon-nitrogen lyase activity	13	17	1	1	1	1	1	1	1	1	1	89	16	18970	0.99714	0.07728	0.07728	5.88	570908	zgc:194209	ENSDARG00000039356		0.672207	0.672207	0.672207		0.672207		0.2354	0.2354	0.2354		0.2354		1.91955	1.91955	1.91955		1.91955		0.0	0.672207			0.2354		1.91955		0.672207	0.2354	1.91955	0	1	0															1	570908	ENSDARG00000039356	0.672207	0.672207		0.2354	0.2354		1.91955	1.91955		0.672207	0.2354	1.91955	0						Poly 2,1(1)	1.7197297811508179	1.7197297811508179	1.7197297811508179	1.7197297811508179	0.0	1.7197297811508179	0.672207	0.672207	0.2354	0.2354	1.91955	1.91955	DOWN	0.0	1.0	0.0	
GO:0016843	5	amine-lyase activity	2	2	1	1	1	1	1	1	1	1	1	89	1	18985	0.99998	0.0094139	0.0094139	50.0	570908	zgc:194209	ENSDARG00000039356		0.672207	0.672207	0.672207		0.672207		0.2354	0.2354	0.2354		0.2354		1.91955	1.91955	1.91955		1.91955		0.0	0.672207	0.0	0.672207	0.2354	0.2354	1.91955	1.91955	0.672207	0.2354	1.91955	0	1	0															1	570908	ENSDARG00000039356	0.672207	0.672207		0.2354	0.2354		1.91955	1.91955		0.672207	0.2354	1.91955	0						Poly 2,1(1)	1.7197297811508179	1.7197297811508179	1.7197297811508179	1.7197297811508179	0.0	1.7197297811508179	0.672207	0.672207	0.2354	0.2354	1.91955	1.91955	DOWN	0.0	1.0	0.0	
GO:0016844	6	strictosidine synthase activity	2	2	1	1	1	1	1	1	1	1	1	89	1	18985	0.99998	0.0094139	0.0094139	50.0	570908	zgc:194209	ENSDARG00000039356		0.672207	0.672207	0.672207		0.672207		0.2354	0.2354	0.2354		0.2354		1.91955	1.91955	1.91955		1.91955		0.0	0.672207	0.0	0.672207	0.2354	0.2354	1.91955	1.91955	0.672207	0.2354	1.91955	0	1	0															1	570908	ENSDARG00000039356	0.672207	0.672207		0.2354	0.2354		1.91955	1.91955		0.672207	0.2354	1.91955	0						Poly 2,1(1)	1.7197297811508179	1.7197297811508179	1.7197297811508179	1.7197297811508179	0.0	1.7197297811508179	0.672207	0.672207	0.2354	0.2354	1.91955	1.91955	DOWN	0.0	1.0	0.0	
GO:0016849	4	phosphorus-oxygen lyase activity	27	31	1	1	1	1	1	1	1	1	1	89	30	18956	0.99063	0.13646	0.13646	3.23	560719	si:dkey-206f10.1	ENSDARG00000032838		3.61994	3.61994	3.61994		3.61994		2.2117	2.2117	2.2117		2.2117		5.92486	5.92486	5.92486		5.92486										3.61994	2.2117	5.92486	0	1	0															1	560719	ENSDARG00000032838	3.61994	3.61994		2.2117	2.2117		5.92486	5.92486		3.61994	2.2117	5.92486	0						Linear,1(1)	2.48038649559021	2.48038649559021	2.48038649559021	2.48038649559021	0.0	2.48038649559021	3.61994	3.61994	2.2117	2.2117	5.92486	5.92486	DOWN	0.0	1.0	0.0	
GO:0016874	3	ligase activity	146	154	2	2	0	2	2	2	2	0	0	90	154	18832	0.48132	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016875	4	ligase activity, forming carbon-oxygen bonds	39	40	1	1	0	1	1	1	1	0	0	90	40	18946	0.82749	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016885	4	ligase activity, forming carbon-carbon bonds	9	9	1	1	0	1	1	1	1	0	0	90	9	18977	0.95832	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016887	8	ATP hydrolysis activity	81	84	2	2	1	2	2	2	2	1	1	89	83	18903	0.94018	0.32842	0.32842	1.19	30671	hsp70.3	ENSDARG00000021924		5.05955	5.05955	5.05955		5.05955		2.71325	2.71325	2.71325		2.71325		9.43483	9.43483	9.43483		9.43483										5.05955	2.71325	9.43483	1	0	1	30671	ENSDARG00000021924	5.05955	5.05955		2.71325	2.71325		9.43483	9.43483		5.05955	2.71325	9.43483	0															0						Linear,1(1)	7.615251064300538	7.615251064300537	7.615251064300537	7.615251064300537	0.0	7.615251064300537	5.05955	5.05955	2.71325	2.71325	9.43483	9.43483	UP	1.0	0.0	0.0	
GO:0016889	7	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	4	6	1	1	0	1	1	1	1	0	0	90	6	18980	0.97202	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016894	7	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	8	10	1	1	0	1	1	1	1	0	0	90	10	18976	0.9538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016895	7	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	12	13	1	1	0	1	1	1	1	0	0	90	13	18973	0.94035	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016896	7	exoribonuclease activity, producing 5'-phosphomonoesters	24	24	2	2	1	2	2	2	2	1	1	89	23	18963	0.99432	0.10736	0.10736	4.17	100003553	dis3	ENSDARG00000060559		0.420612	0.420612	0.420612		0.420612		0.211245	0.211245	0.211245		0.211245		0.837484	0.837484	0.837484		0.8374840000000001										0.420612	0.211245	0.837484	0	1	0															1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Poly 2,1(1)	1.6779745817184448	1.6779745817184448	1.6779745817184448	1.6779745817184448	0.0	1.6779745817184448	0.420612	0.420612	0.211245	0.211245	0.837484	0.837484	DOWN	0.0	1.0	0.0	
GO:0016903	4	oxidoreductase activity, acting on the aldehyde or oxo group of donors	37	37	2	2	1	2	2	2	2	1	1	89	36	18950	0.98683	0.16066	0.16066	2.7	64265	aox5	ENSDARG00000071475		2.63606	2.63606	2.63606		2.63606		1.74306	1.74306	1.74306		1.7430600000000003		3.98654	3.98654	3.98654		3.98654										2.63606	1.74306	3.98654	1	0	1	64265	ENSDARG00000071475	2.63606	2.63606		1.74306	1.74306		3.98654	3.98654		2.63606	1.74306	3.98654	0															0						Linear,1(1)	1.834011435508728	1.834011435508728	1.834011435508728	1.834011435508728	0.0	1.834011435508728	2.63606	2.63606	1.74306	1.74306	3.98654	3.98654	UP	1.0	0.0	0.0	
GO:0016913	7	follicle-stimulating hormone activity	1	1	1	1	1	1	1	1	1	1	1	89	0	18986	1.0	0.004718	0.004718	100.0	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997		0.0	1.33181	0.0	1.33181	0.957242	0.957242	1.85296	1.85296	1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
GO:0016914	4	follicle-stimulating hormone complex	1	1	1	1	1	1	1	1	1	1	1	89	0	18986	1.0	0.004718	0.004718	100.0	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997		0.0	1.33181	0.0	1.33181	0.957242	0.957242	1.85296	1.85296	1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
GO:0016933	9	extracellularly glycine-gated ion channel activity	7	7	1	1	1	0	0	0	1	0	0	90	7	18979	0.96743	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016973	9	poly(A)+ mRNA export from nucleus	12	12	1	1	0	1	1	1	1	0	0	90	12	18974	0.94482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017004	7	cytochrome complex assembly	25	25	1	1	0	0	0	0	1	0	0	90	25	18961	0.88843	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017022	5	myosin binding	32	33	1	1	1	1	1	1	1	1	1	89	32	18954	0.98943	0.14461	0.14461	3.03	561905	mlpha	ENSDARG00000070991		0.425567	0.425567	0.425567		0.425567		0.210968	0.210968	0.210968		0.21096799999999996		0.858456	0.858456	0.858456		0.858456										0.425567	0.210968	0.858456	0	1	0															1	561905	ENSDARG00000070991	0.425567	0.425567		0.210968	0.210968		0.858456	0.858456		0.425567	0.210968	0.858456	0						Poly 2,1(1)	1.6370755434036255	1.6370755434036255	1.6370755434036255	1.6370755434036255	0.0	1.6370755434036255	0.425567	0.425567	0.210968	0.210968	0.858456	0.858456	DOWN	0.0	1.0	0.0	
GO:0017046	4	peptide hormone binding	24	31	1	1	1	1	1	1	1	1	1	89	30	18956	0.99063	0.13646	0.13646	3.23	560202	ghrb	ENSDARG00000007671		0.459226	0.459226	0.459226		0.4592260000000001		0.217815	0.217815	0.217815		0.217815		0.968202	0.968202	0.968202		0.9682019999999999										0.459226	0.217815	0.968202	0	1	0															1	560202	ENSDARG00000007671	0.459226	0.459226		0.217815	0.217815		0.968202	0.968202		0.459226	0.217815	0.968202	0						Poly 2,1(1)	1.7771118879318237	1.7771118879318237	1.7771118879318237	1.7771118879318237	0.0	1.7771118879318237	0.459226	0.459226	0.217815	0.217815	0.968202	0.968202	DOWN	0.0	1.0	0.0	
GO:0017053	4	transcription repressor complex	13	14	1	1	0	1	1	1	1	0	0	90	14	18972	0.93592	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017071	7	intracellular cyclic nucleotide activated cation channel complex	5	7	1	1	1	1	1	1	1	1	1	89	6	18980	0.99954	0.032567	0.032567	14.29	567242	cnga3a	ENSDARG00000070726		3.34308	3.34308	3.34308		3.3430799999999996		2.09081	2.09081	2.09081		2.09081		5.3454	5.3454	5.3454		5.3454		0.0	3.34308	0.0	3.34308	2.09081	2.09081	5.3454	5.3454	3.34308	2.09081	5.3454	0	1	0															1	567242	ENSDARG00000070726	3.34308	3.34308		2.09081	2.09081		5.3454	5.3454		3.34308	2.09081	5.3454	0						Linear,1(1)	1.9247660636901855	1.9247660636901855	1.9247660636901855	1.9247660636901855	0.0	1.9247660636901855	3.34308	3.34308	2.09081	2.09081	5.3454	5.3454	DOWN	0.0	1.0	0.0	
GO:0017076	5	purine nucleotide binding	1688	1960	30	29	12	27	27	26	30	9	9	81	1951	17035	0.55314	0.58553	1.0	0.46	777621;567242;560719;554230;445151;393971;64263;30689;30671	stk17al;cnga3a;si:dkey-206f10.1;kdr;entpd1;pdk2b;gch2;epha2a;hsp70.3	ENSDARG00000015922;ENSDARG00000070726;ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000045066;ENSDARG00000059054;ENSDARG00000099101;ENSDARG00000017354;ENSDARG00000021924		2.3140982222222224	2.82706	0.172267	1.6632786280138678	2.6228884650577347	1.7443469227239594	1.2954233333333334	1.8426	0.116021	1.0690255568101494	1.43578821453771	1.0945283473199214	4.523784555555555	4.33749	0.255781	2.490512246562296	5.232455166351524	2.5885765608392313									3.18083;3.34308;3.61994;0.933474;0.908682;0.782001;2.82706;0.172267;5.05955	2.01569;2.09081;2.2117;0.217766;0.221095;0.229878;1.8426;0.116021;2.71325	5.01945;5.3454;5.92486;4.00142;3.73461;2.66022;4.33749;0.255781;9.43483	4	5	4	777621;64263;30689;30671	ENSDARG00000015922;ENSDARG00000099101;ENSDARG00000017354;ENSDARG00000021924	2.80992675	3.003945	2.012951108267557	1.6718902500000001	1.929145	1.1034037246720936	4.76188775	4.67847	3.7588934132738574	3.18083;2.82706;0.172267;5.05955	2.01569;1.8426;0.116021;2.71325	5.01945;4.33749;0.255781;9.43483	5	567242;560719;554230;445151;393971	ENSDARG00000070726;ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000045066;ENSDARG00000059054	1.9174354	0.933474	1.4323022702920636	0.9942498000000001	0.229878	1.0570701190986336	4.333302	4.00142	1.3062523091348017	3.34308;3.61994;0.933474;0.908682;0.782001	2.09081;2.2117;0.217766;0.221095;0.229878	5.3454;5.92486;4.00142;3.73461;2.66022	0						Linear,5(0.56);Poly 2,4(0.45)	2.335156896699128	24.03066110610962	1.514195203781128	7.615251064300537	1.89565104758301	1.9750360250473022	1.2274228519198287	3.400773592524616	0.5969933028840358	1.9938533637826308	2.896649887801522	6.15091922330959	CONFLICT	0.4444444444444444	0.5555555555555556	0.0	
GO:0017081	5	chloride channel regulator activity	5	5	1	1	0	1	1	1	1	0	0	90	5	18981	0.97663	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017110	7	nucleoside-diphosphatase activity	13	15	1	1	1	1	1	1	1	1	1	89	14	18972	0.99778	0.068504	0.068504	6.67	445151	entpd1	ENSDARG00000045066		0.908682	0.908682	0.908682		0.908682		0.221095	0.221095	0.221095		0.221095		3.73461	3.73461	3.73461		3.73461		0.0	0.908682			0.221095		3.73461		0.908682	0.221095	3.73461	0	1	0															1	445151	ENSDARG00000045066	0.908682	0.908682		0.221095	0.221095		3.73461	3.73461		0.908682	0.221095	3.73461	0						Poly 2,1(1)	1.6415352821350098	1.6415352821350098	1.6415352821350098	1.6415352821350098	0.0	1.6415352821350098	0.908682	0.908682	0.221095	0.221095	3.73461	3.73461	DOWN	0.0	1.0	0.0	
GO:0017111	7	nucleoside-triphosphatase activity	364	409	6	6	1	6	6	6	6	1	1	89	408	18578	0.42195	0.85847	1.0	0.24	30671	hsp70.3	ENSDARG00000021924		5.05955	5.05955	5.05955		5.05955		2.71325	2.71325	2.71325		2.71325		9.43483	9.43483	9.43483		9.43483										5.05955	2.71325	9.43483	1	0	1	30671	ENSDARG00000021924	5.05955	5.05955		2.71325	2.71325		9.43483	9.43483		5.05955	2.71325	9.43483	0															0						Linear,1(1)	7.615251064300538	7.615251064300537	7.615251064300537	7.615251064300537	0.0	7.615251064300537	5.05955	5.05955	2.71325	2.71325	9.43483	9.43483	UP	1.0	0.0	0.0	
GO:0017116	5	single-stranded DNA helicase activity	11	13	1	1	0	1	1	1	1	0	0	90	13	18973	0.94035	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017124	5	SH3 domain binding	32	34	1	1	0	1	1	1	1	0	0	90	34	18952	0.85135	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017148	8	negative regulation of translation	53	74	1	1	1	1	1	1	1	1	1	89	73	18913	0.95224	0.29575	0.29575	1.35	492482	eif4ebp3	ENSDARG00000054916		0.612396	0.612396	0.612396		0.612396		0.232213	0.232213	0.232213		0.232213		1.61502	1.61502	1.61502		1.61502										0.612396	0.232213	1.61502	0	1	0															1	492482	ENSDARG00000054916	0.612396	0.612396		0.232213	0.232213		1.61502	1.61502		0.612396	0.232213	1.61502	0						Poly 2,1(1)	1.5604993104934692	1.5604993104934692	1.5604993104934692	1.5604993104934692	0.0	1.5604993104934692	0.612396	0.612396	0.232213	0.232213	1.61502	1.61502	DOWN	0.0	1.0	0.0	
GO:0017154	5	semaphorin receptor activity	15	16	1	1	1	1	1	1	1	1	1	89	15	18971	0.99747	0.072902	0.072902	6.25	402973	nrp1b	ENSDARG00000027290		0.578946	0.578946	0.578946		0.578946		0.232649	0.232649	0.232649		0.23264900000000002		1.4407	1.4407	1.4407		1.4407		0.0	0.578946			0.232649		1.4407		0.578946	0.232649	1.4407	0	1	0															1	402973	ENSDARG00000027290	0.578946	0.578946		0.232649	0.232649		1.4407	1.4407		0.578946	0.232649	1.4407	0						Poly 2,1(1)	2.3552019596099854	2.3552019596099854	2.3552019596099854	2.3552019596099854	0.0	2.3552019596099854	0.578946	0.578946	0.232649	0.232649	1.4407	1.4407	DOWN	0.0	1.0	0.0	
GO:0017171	4	serine hydrolase activity	115	171	2	1	0	2	2	2	2	0	0	90	171	18815	0.44383	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0018105	7	peptidyl-serine phosphorylation	109	111	2	2	0	2	2	2	2	0	0	90	111	18875	0.59069	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0018107	7	peptidyl-threonine phosphorylation	26	26	1	1	1	0	0	0	1	0	0	90	26	18960	0.88423	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0018130	5	heterocycle biosynthetic process	450	486	9	9	3	9	9	9	9	3	3	87	483	18503	0.80301	0.40325	0.50073	0.62	565875;560719;64263	nr1i2;si:dkey-206f10.1;gch2	ENSDARG00000029766;ENSDARG00000032838;ENSDARG00000099101		2.3784396666666665	2.82706	0.688319	1.5164252617654237	2.7135025610571515	1.026624130562276	1.4300003333333333	1.8426	0.235701	1.0506292760533247	1.711199782039601	0.7164389509855402	4.090816666666666	4.33749	2.0101	1.9690028604431569	4.361251576471771	1.3459735324903521									0.688319;3.61994;2.82706	0.235701;2.2117;1.8426	2.0101;5.92486;4.33749	1	2	1	64263	ENSDARG00000099101	2.82706	2.82706		1.8426	1.8426		4.33749	4.33749		2.82706	1.8426	4.33749	2	565875;560719	ENSDARG00000029766;ENSDARG00000032838	2.1541295000000003	2.1541295000000003	2.072969088968887	1.2237005	1.2237005	1.3972422925178363	3.96748	3.96748	2.768153342717847	0.688319;3.61994	0.235701;2.2117	2.0101;5.92486	0						Linear,2(0.67);Poly 2,1(0.34)	2.40586058172496	7.229817867279053	2.2165348529815674	2.5328965187072754	0.16953843977879973	2.48038649559021	0.6624429418176836	4.09443639151565	0.24110138645147128	2.6188992802151954	1.8626801769031478	6.318953156430187	DOWN	0.3333333333333333	0.6666666666666666	0.0	
